Seqno,RecvTime,U1,I1,U2,I2,U3,I3
11383,1743738062695994,-197.378,-8.973,-109.590,-4.983,306.968,13.951
11384,1743738062696001,-208.936,-9.499,-95.170,-4.327,304.106,13.822
11385,1743738062696008,-219.998,-9.998,-80.535,-3.662,300.533,13.660
11386,1743738062696014,-230.522,-10.478,-65.685,-2.983,296.207,13.466
11387,1743738062696021,-240.508,-10.931,-50.684,-2.304,291.193,13.235
11388,1743738062696028,-249.892,-11.360,-35.554,-1.616,285.468,12.977
11389,1743738062696035,-258.694,-11.758,-20.338,-0.924,279.033,12.686
11390,1743738062696043,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11391,1743738062696050,-274.384,-12.473,10.180,0.462,264.204,12.012
11392,1743738062696057,-281.249,-12.783,25.417,1.155,255.832,11.628
11393,1743738062696064,-287.448,-13.064,40.612,1.847,246.836,11.222
11394,1743738062696071,-292.936,-13.314,55.699,2.531,237.237,10.783
11395,1743738062696078,-297.735,-13.531,70.657,3.210,227.079,10.321
11396,1743738062696085,-301.803,-13.720,85.442,3.884,216.361,9.836
11397,1743738062696092,-305.139,-13.873,100.013,4.544,205.148,9.324
11398,1743738062696099,-307.765,-13.988,114.346,5.195,193.418,8.793
11399,1743738062696106,-309.637,-14.076,128.400,5.837,181.215,8.239
11400,1743738062696113,-310.756,-14.127,142.153,6.461,168.603,7.661
11401,1743738062696120,-311.122,-14.141,155.561,7.070,155.561,7.070
11402,1743738062696126,-310.756,-14.127,168.603,7.661,142.153,6.461
11403,1743738062696133,-309.637,-14.076,181.215,8.239,128.400,5.837
11404,1743738062696140,-307.765,-13.988,193.418,8.793,114.346,5.195
11405,1743738062696147,-305.139,-13.873,205.148,9.324,100.013,4.544
11406,1743738062696153,-301.803,-13.720,216.361,9.836,85.442,3.884
11407,1743738062696160,-297.735,-13.531,227.079,10.321,70.657,3.210
11408,1743738062696167,-292.936,-13.314,237.237,10.783,55.699,2.531
11409,1743738062696175,-287.448,-13.064,246.836,11.222,40.612,1.847
11410,1743738062696184,-281.249,-12.783,255.832,11.628,25.417,1.155
11411,1743738062696191,-274.384,-12.473,264.204,12.012,10.180,0.462
11412,1743738062696201,-266.873,-12.132,271.952,12.363,-5.101,-0.231
11413,1743738062696209,-258.694,-11.758,279.033,12.686,-20.338,-0.924
11414,1743738062696216,-249.892,-11.360,285.468,12.977,-35.554,-1.616
11415,1743738062696223,-240.508,-10.931,291.193,13.235,-50.684,-2.304
11416,1743738062696230,-230.522,-10.478,296.207,13.466,-65.685,-2.983
11417,1743738062696237,-219.998,-9.998,300.533,13.660,-80.535,-3.662
11418,1743738062696244,-208.936,-9.499,304.106,13.822,-95.170,-4.327
11419,1743738062696251,-197.378,-8.973,306.968,13.951,-109.590,-4.983
11420,1743738062696258,-185.347,-8.423,309.099,14.048,-123.752,-5.625
11421,1743738062696265,-172.843,-7.855,310.455,14.113,-137.612,-6.253
11422,1743738062696271,-159.952,-7.269,311.079,14.141,-151.127,-6.872
11423,1743738062696278,-146.672,-6.668,310.950,14.136,-164.299,-7.467
11424,1743738062696285,-133.027,-6.045,310.089,14.094,-177.061,-8.049
11425,1743738062696292,-119.060,-5.412,308.475,14.020,-189.394,-8.608
11426,1743738062696299,-104.812,-4.766,306.107,13.914,-201.295,-9.148
11427,1743738062696306,-90.306,-4.105,303.008,13.771,-212.680,-9.666
11428,1743738062696313,-75.607,-3.436,299.177,13.600,-223.571,-10.164
11429,1743738062696320,-60.692,-2.757,294.615,13.392,-233.923,-10.631
11430,1743738062696327,-45.648,-2.074,289.363,13.152,-243.694,-11.079
11431,1743738062696335,-30.497,-1.385,283.402,12.880,-252.905,-11.494
11432,1743738062696342,-15.259,-0.693,276.751,12.580,-261.492,-11.887
11433,1743738062696349,0.000,0.000,269.434,12.247,-269.434,-12.247
11434,1743738062696356,15.259,0.693,261.492,11.887,-276.751,-12.580
11435,1743738062696363,30.497,1.385,252.905,11.494,-283.402,-12.880
11436,1743738062696370,45.648,2.074,243.694,11.079,-289.363,-13.152
11437,1743738062696377,60.692,2.757,233.923,10.631,-294.615,-13.392
11438,1743738062696384,75.607,3.436,223.571,10.164,-299.177,-13.600
11439,1743738062696391,90.306,4.105,212.680,9.666,-303.008,-13.771
11440,1743738062696398,104.812,4.766,201.295,9.148,-306.107,-13.914
11441,1743738062696405,119.060,5.412,189.394,8.608,-308.475,-14.020
11442,1743738062696412,133.027,6.045,177.061,8.049,-310.089,-14.094
11443,1743738062696419,146.672,6.668,164.299,7.467,-310.950,-14.136
11444,1743738062696426,159.952,7.269,151.127,6.872,-311.079,-14.141
11445,1743738062696432,172.843,7.855,137.612,6.253,-310.455,-14.113
11446,1743738062696447,185.347,8.423,123.752,5.625,-309.099,-14.048
11447,1743738062696454,197.378,8.973,109.590,4.983,-306.968,-13.951
11448,1743738062696461,208.936,9.499,95.170,4.327,-304.106,-13.822
11449,1743738062696468,219.998,9.998,80.535,3.662,-300.533,-13.660
11450,1743738062696475,230.522,10.478,65.685,2.983,-296.207,-13.466
11451,1743738062696482,240.508,10.931,50.684,2.304,-291.193,-13.235
11452,1743738062696489,249.892,11.360,35.554,1.616,-285.468,-12.977
11453,1743738062696496,258.694,11.758,20.338,0.924,-279.033,-12.686
11454,1743738062696503,266.873,12.132,5.101,0.231,-271.952,-12.363
11455,1743738062696510,274.384,12.473,-10.180,-0.462,-264.204,-12.012
11456,1743738062696517,281.249,12.783,-25.417,-1.155,-255.832,-11.628
11457,1743738062696524,287.448,13.064,-40.612,-1.847,-246.836,-11.222
11458,1743738062696531,292.936,13.314,-55.699,-2.531,-237.237,-10.783
11459,1743738062696539,297.735,13.531,-70.657,-3.210,-227.079,-10.321
11460,1743738062696547,301.803,13.720,-85.442,-3.884,-216.361,-9.836
11461,1743738062696554,305.139,13.873,-100.013,-4.544,-205.148,-9.324
11462,1743738062696561,307.765,13.988,-114.346,-5.195,-193.418,-8.793
11463,1743738062696568,309.637,14.076,-128.400,-5.837,-181.215,-8.239
11464,1743738062696575,310.756,14.127,-142.153,-6.461,-168.603,-7.661
11465,1743738062696582,311.122,14.141,-155.561,-7.070,-155.561,-7.070
11466,1743738062696589,310.756,14.127,-168.603,-7.661,-142.153,-6.461
11467,1743738062696596,309.637,14.076,-181.215,-8.239,-128.400,-5.837
11468,1743738062696603,307.765,13.988,-193.418,-8.793,-114.346,-5.195
11469,1743738062696610,305.139,13.873,-205.148,-9.324,-100.013,-4.544
11470,1743738062696617,301.803,13.720,-216.361,-9.836,-85.442,-3.884
11471,1743738062696628,297.735,13.531,-227.079,-10.321,-70.657,-3.210
11472,1743738062696635,292.936,13.314,-237.237,-10.783,-55.699,-2.531
11473,1743738062696642,287.448,13.064,-246.836,-11.222,-40.612,-1.847
11474,1743738062696650,281.249,12.783,-255.832,-11.628,-25.417,-1.155
11475,1743738062696657,274.384,12.473,-264.204,-12.012,-10.180,-0.462
11476,1743738062696664,266.873,12.132,-271.952,-12.363,5.101,0.231
11477,1743738062696672,258.694,11.758,-279.033,-12.686,20.338,0.924
11478,1743738062696680,249.892,11.360,-285.468,-12.977,35.554,1.616
11479,1743738062696687,240.508,10.931,-291.193,-13.235,50.684,2.304
11480,1743738062696694,230.522,10.478,-296.207,-13.466,65.685,2.983
11481,1743738062696701,219.998,9.998,-300.533,-13.660,80.535,3.662
11482,1743738062696708,208.936,9.499,-304.106,-13.822,95.170,4.327
11483,1743738062696714,197.378,8.973,-306.968,-13.951,109.590,4.983
11484,1743738062696721,185.347,8.423,-309.099,-14.048,123.752,5.625
11485,1743738062696728,172.843,7.855,-310.455,-14.113,137.612,6.253
11486,1743738062696735,159.952,7.269,-311.079,-14.141,151.127,6.872
11487,1743738062696742,146.672,6.668,-310.950,-14.136,164.299,7.467
11488,1743738062696749,133.027,6.045,-310.089,-14.094,177.061,8.049
11489,1743738062696756,119.060,5.412,-308.475,-14.020,189.394,8.608
11490,1743738062696763,104.812,4.766,-306.107,-13.914,201.295,9.148
11491,1743738062716836,90.306,4.105,-303.008,-13.771,212.680,9.666
11492,1743738062716875,75.607,3.436,-299.177,-13.600,223.571,10.164
11493,1743738062716879,60.692,2.757,-294.615,-13.392,233.923,10.631
11494,1743738062716883,45.648,2.074,-289.363,-13.152,243.694,11.079
11495,1743738062716887,30.497,1.385,-283.402,-12.880,252.905,11.494
11496,1743738062716891,15.259,0.693,-276.751,-12.580,261.492,11.887
11497,1743738062716899,0.000,0.000,-269.434,-12.247,269.434,12.247
11498,1743738062716903,-15.259,-0.693,-261.492,-11.887,276.751,12.580
11499,1743738062716907,-30.497,-1.385,-252.905,-11.494,283.402,12.880
11500,1743738062716911,-45.648,-2.074,-243.694,-11.079,289.363,13.152
11501,1743738062716915,-60.692,-2.757,-233.923,-10.631,294.615,13.392
11502,1743738062716923,-75.607,-3.436,-223.571,-10.164,299.177,13.600
11503,1743738062716930,-90.306,-4.105,-212.680,-9.666,303.008,13.771
11504,1743738062716937,-104.812,-4.766,-201.295,-9.148,306.107,13.914
11505,1743738062716944,-119.060,-5.412,-189.394,-8.608,308.475,14.020
11506,1743738062716951,-133.027,-6.045,-177.061,-8.049,310.089,14.094
11507,1743738062716958,-146.672,-6.668,-164.299,-7.467,310.950,14.136
11508,1743738062716966,-159.952,-7.269,-151.127,-6.872,311.079,14.141
11509,1743738062716973,-172.843,-7.855,-137.612,-6.253,310.455,14.113
11510,1743738062716980,-185.347,-8.423,-123.752,-5.625,309.099,14.048
11511,1743738062716987,-197.378,-8.973,-109.590,-4.983,306.968,13.951
11512,1743738062716994,-208.936,-9.499,-95.170,-4.327,304.106,13.822
11513,1743738062717001,-219.998,-9.998,-80.535,-3.662,300.533,13.660
11514,1743738062717008,-230.522,-10.478,-65.685,-2.983,296.207,13.466
11515,1743738062717015,-240.508,-10.931,-50.684,-2.304,291.193,13.235
11516,1743738062717020,-249.892,-11.360,-35.554,-1.616,285.468,12.977
11517,1743738062717024,-258.694,-11.758,-20.338,-0.924,279.033,12.686
11518,1743738062717028,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11519,1743738062717031,-274.384,-12.473,10.180,0.462,264.204,12.012
11520,1743738062717035,-281.249,-12.783,25.417,1.155,255.832,11.628
11521,1743738062717038,-287.448,-13.064,40.612,1.847,246.836,11.222
11522,1743738062717042,-292.936,-13.314,55.699,2.531,237.237,10.783
11523,1743738062717045,-297.735,-13.531,70.657,3.210,227.079,10.321
11524,1743738062717049,-301.803,-13.720,85.442,3.884,216.361,9.836
11525,1743738062717053,-305.139,-13.873,100.013,4.544,205.148,9.324
11526,1743738062717057,-307.765,-13.988,114.346,5.195,193.418,8.793
11527,1743738062717064,-309.637,-14.076,128.400,5.837,181.215,8.239
11528,1743738062717068,-310.756,-14.127,142.153,6.461,168.603,7.661
11529,1743738062717071,-311.122,-14.141,155.561,7.070,155.561,7.070
11530,1743738062717075,-310.756,-14.127,168.603,7.661,142.153,6.461
11531,1743738062717087,-309.637,-14.076,181.215,8.239,128.400,5.837
11532,1743738062717095,-307.765,-13.988,193.418,8.793,114.346,5.195
11533,1743738062717101,-305.139,-13.873,205.148,9.324,100.013,4.544
11534,1743738062717107,-301.803,-13.720,216.361,9.836,85.442,3.884
11535,1743738062717113,-297.735,-13.531,227.079,10.321,70.657,3.210
11536,1743738062717120,-292.936,-13.314,237.237,10.783,55.699,2.531
11537,1743738062717127,-287.448,-13.064,246.836,11.222,40.612,1.847
11538,1743738062717133,-281.249,-12.783,255.832,11.628,25.417,1.155
11539,1743738062717139,-274.384,-12.473,264.204,12.012,10.180,0.462
11540,1743738062717146,-266.873,-12.132,271.952,12.363,-5.101,-0.231
11541,1743738062717152,-258.694,-11.758,279.033,12.686,-20.338,-0.924
11542,1743738062717159,-249.892,-11.360,285.468,12.977,-35.554,-1.616
11543,1743738062717166,-240.508,-10.931,291.193,13.235,-50.684,-2.304
11544,1743738062717172,-230.522,-10.478,296.207,13.466,-65.685,-2.983
11545,1743738062717178,-219.998,-9.998,300.533,13.660,-80.535,-3.662
11546,1743738062717183,-208.936,-9.499,304.106,13.822,-95.170,-4.327
11547,1743738062717188,-197.378,-8.973,306.968,13.951,-109.590,-4.983
11548,1743738062717194,-185.347,-8.423,309.099,14.048,-123.752,-5.625
11549,1743738062717201,-172.843,-7.855,310.455,14.113,-137.612,-6.253
11550,1743738062717206,-159.952,-7.269,311.079,14.141,-151.127,-6.872
11551,1743738062717212,-146.672,-6.668,310.950,14.136,-164.299,-7.467
11552,1743738062717218,-133.027,-6.045,310.089,14.094,-177.061,-8.049
11553,1743738062717225,-119.060,-5.412,308.475,14.020,-189.394,-8.608
11554,1743738062717230,-104.812,-4.766,306.107,13.914,-201.295,-9.148
11555,1743738062717235,-90.306,-4.105,303.008,13.771,-212.680,-9.666
11556,1743738062717240,-75.607,-3.436,299.177,13.600,-223.571,-10.164
11557,1743738062717246,-60.692,-2.757,294.615,13.392,-233.923,-10.631
11558,1743738062717252,-45.648,-2.074,289.363,13.152,-243.694,-11.079
11559,1743738062717259,-30.497,-1.385,283.402,12.880,-252.905,-11.494
11560,1743738062717266,-15.259,-0.693,276.751,12.580,-261.492,-11.887
11561,1743738062717272,0.000,0.000,269.434,12.247,-269.434,-12.247
11562,1743738062717279,15.259,0.693,261.492,11.887,-276.751,-12.580
11563,1743738062717285,30.497,1.385,252.905,11.494,-283.402,-12.880
11564,1743738062717292,45.648,2.074,243.694,11.079,-289.363,-13.152
11565,1743738062717298,60.692,2.757,233.923,10.631,-294.615,-13.392
11566,1743738062717304,75.607,3.436,223.571,10.164,-299.177,-13.600
11567,1743738062717310,90.306,4.105,212.680,9.666,-303.008,-13.771
11568,1743738062717316,104.812,4.766,201.295,9.148,-306.107,-13.914
11569,1743738062717322,119.060,5.412,189.394,8.608,-308.475,-14.020
11570,1743738062717328,133.027,6.045,177.061,8.049,-310.089,-14.094
11571,1743738062717334,146.672,6.668,164.299,7.467,-310.950,-14.136
11572,1743738062717341,159.952,7.269,151.127,6.872,-311.079,-14.141
11573,1743738062717347,172.843,7.855,137.612,6.253,-310.455,-14.113
11574,1743738062717353,185.347,8.423,123.752,5.625,-309.099,-14.048
11575,1743738062717360,197.378,8.973,109.590,4.983,-306.968,-13.951
11576,1743738062717366,208.936,9.499,95.170,4.327,-304.106,-13.822
11577,1743738062717371,219.998,9.998,80.535,3.662,-300.533,-13.660
11578,1743738062717378,230.522,10.478,65.685,2.983,-296.207,-13.466
11579,1743738062717385,240.508,10.931,50.684,2.304,-291.193,-13.235
11580,1743738062717390,249.892,11.360,35.554,1.616,-285.468,-12.977
11581,1743738062717396,258.694,11.758,20.338,0.924,-279.033,-12.686
11582,1743738062717401,266.873,12.132,5.101,0.231,-271.952,-12.363
11583,1743738062717408,274.384,12.473,-10.180,-0.462,-264.204,-12.012
11584,1743738062717414,281.249,12.783,-25.417,-1.155,-255.832,-11.628
11585,1743738062717421,287.448,13.064,-40.612,-1.847,-246.836,-11.222
11586,1743738062717428,292.936,13.314,-55.699,-2.531,-237.237,-10.783
11587,1743738062717447,297.735,13.531,-70.657,-3.210,-227.079,-10.321
11588,1743738062717456,301.803,13.720,-85.442,-3.884,-216.361,-9.836
11589,1743738062717462,305.139,13.873,-100.013,-4.544,-205.148,-9.324
11590,1743738062717474,307.765,13.988,-114.346,-5.195,-193.418,-8.793
11591,1743738062717482,309.637,14.076,-128.400,-5.837,-181.215,-8.239
11592,1743738062717487,310.756,14.127,-142.153,-6.461,-168.603,-7.661
11593,1743738062717492,311.122,14.141,-155.561,-7.070,-155.561,-7.070
11594,1743738062717497,310.756,14.127,-168.603,-7.661,-142.153,-6.461
11595,1743738062717502,309.637,14.076,-181.215,-8.239,-128.400,-5.837
11596,1743738062717507,307.765,13.988,-193.418,-8.793,-114.346,-5.195
11597,1743738062717512,305.139,13.873,-205.148,-9.324,-100.013,-4.544
11598,1743738062717517,301.803,13.720,-216.361,-9.836,-85.442,-3.884
11599,1743738062717522,297.735,13.531,-227.079,-10.321,-70.657,-3.210
11600,1743738062717527,292.936,13.314,-237.237,-10.783,-55.699,-2.531
11601,1743738062717532,287.448,13.064,-246.836,-11.222,-40.612,-1.847
11602,1743738062717537,281.249,12.783,-255.832,-11.628,-25.417,-1.155
11603,1743738062717542,274.384,12.473,-264.204,-12.012,-10.180,-0.462
11604,1743738062717548,266.873,12.132,-271.952,-12.363,5.101,0.231
11605,1743738062717553,258.694,11.758,-279.033,-12.686,20.338,0.924
11606,1743738062717558,249.892,11.360,-285.468,-12.977,35.554,1.616
11607,1743738062717563,240.508,10.931,-291.193,-13.235,50.684,2.304
11608,1743738062717568,230.522,10.478,-296.207,-13.466,65.685,2.983
11609,1743738062717573,219.998,9.998,-300.533,-13.660,80.535,3.662
11610,1743738062717578,208.936,9.499,-304.106,-13.822,95.170,4.327
11611,1743738062717583,197.378,8.973,-306.968,-13.951,109.590,4.983
11612,1743738062717588,185.347,8.423,-309.099,-14.048,123.752,5.625
11613,1743738062717593,172.843,7.855,-310.455,-14.113,137.612,6.253
11614,1743738062717598,159.952,7.269,-311.079,-14.141,151.127,6.872
11615,1743738062717603,146.672,6.668,-310.950,-14.136,164.299,7.467
11616,1743738062717608,133.027,6.045,-310.089,-14.094,177.061,8.049
11617,1743738062717612,119.060,5.412,-308.475,-14.020,189.394,8.608
11618,1743738062717617,104.812,4.766,-306.107,-13.914,201.295,9.148
11619,1743738062717622,90.306,4.105,-303.008,-13.771,212.680,9.666
11620,1743738062717627,75.607,3.436,-299.177,-13.600,223.571,10.164
11621,1743738062717632,60.692,2.757,-294.615,-13.392,233.923,10.631
11622,1743738062717638,45.648,2.074,-289.363,-13.152,243.694,11.079
11623,1743738062717643,30.497,1.385,-283.402,-12.880,252.905,11.494
11624,1743738062717648,15.259,0.693,-276.751,-12.580,261.492,11.887
11625,1743738062717653,0.000,0.000,-269.434,-12.247,269.434,12.247
11626,1743738062717658,-15.259,-0.693,-261.492,-11.887,276.751,12.580
11627,1743738062717663,-30.497,-1.385,-252.905,-11.494,283.402,12.880
11628,1743738062717668,-45.648,-2.074,-243.694,-11.079,289.363,13.152
11629,1743738062717673,-60.692,-2.757,-233.923,-10.631,294.615,13.392
11630,1743738062717679,-75.607,-3.436,-223.571,-10.164,299.177,13.600
11631,1743738062717684,-90.306,-4.105,-212.680,-9.666,303.008,13.771
11632,1743738062717689,-104.812,-4.766,-201.295,-9.148,306.107,13.914
11633,1743738062717693,-119.060,-5.412,-189.394,-8.608,308.475,14.020
11634,1743738062717698,-133.027,-6.045,-177.061,-8.049,310.089,14.094
11635,1743738062717703,-146.672,-6.668,-164.299,-7.467,310.950,14.136
11636,1743738062717708,-159.952,-7.269,-151.127,-6.872,311.079,14.141
11637,1743738062717713,-172.843,-7.855,-137.612,-6.253,310.455,14.113
11638,1743738062717718,-185.347,-8.423,-123.752,-5.625,309.099,14.048
11639,1743738062717723,-197.378,-8.973,-109.590,-4.983,306.968,13.951
11640,1743738062717728,-208.936,-9.499,-95.170,-4.327,304.106,13.822
11641,1743738062717733,-219.998,-9.998,-80.535,-3.662,300.533,13.660
11642,1743738062717738,-230.522,-10.478,-65.685,-2.983,296.207,13.466
11643,1743738062717743,-240.508,-10.931,-50.684,-2.304,291.193,13.235
11644,1743738062717748,-249.892,-11.360,-35.554,-1.616,285.468,12.977
11645,1743738062717753,-258.694,-11.758,-20.338,-0.924,279.033,12.686
11646,1743738062717759,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11647,1743738062717763,-274.384,-12.473,10.180,0.462,264.204,12.012
11648,1743738062717769,-281.249,-12.783,25.417,1.155,255.832,11.628
11649,1743738062717774,-287.448,-13.064,40.612,1.847,246.836,11.222
11650,1743738062717783,-292.936,-13.314,55.699,2.531,237.237,10.783
11651,1743738062717789,-297.735,-13.531,70.657,3.210,227.079,10.321
11652,1743738062717795,-301.803,-13.720,85.442,3.884,216.361,9.836
11653,1743738062717800,-305.139,-13.873,100.013,4.544,205.148,9.324
11654,1743738062717805,-307.765,-13.988,114.346,5.195,193.418,8.793
11655,1743738062717811,-309.637,-14.076,128.400,5.837,181.215,8.239
11656,1743738062717816,-310.756,-14.127,142.153,6.461,168.603,7.661
11657,1743738062717821,-311.122,-14.141,155.561,7.070,155.561,7.070
11658,1743738062717826,-310.756,-14.127,168.603,7.661,142.153,6.461
11659,1743738062717831,-309.637,-14.076,181.215,8.239,128.400,5.837
11660,1743738062717837,-307.765,-13.988,193.418,8.793,114.346,5.195
